data.set;total.cost;lot.sale.days;overage;mileage;vehicle.type;domestic.import;vehicle.age;vehicle.age.group;color.set;makex;state;make.model
TRAIN;4371;117;YES;79564;FAMILY.MEDIUM;Domestic;5;FIVE;WHITE;OLDSMOBILE;CA;OLDSMOBILE.CIERA
TRAIN;4658;96;YES;68882;ECONOMY;Import;6;SIX;GREEN;MAZDA;CA;MAZDA.PROTEGE
TRAIN;5085;134;YES;92265;FAMILY.LARGE;Domestic;5;FIVE;GOLD;MERCURY;AZ;MERCURY.SABLE
TRAIN;5269;101;YES;70408;ECONOMY;Domestic;4;FOUR;GREEN;FORD;NV;FORD.ESCORT
TRAIN;5149;128;YES;62845;FAMILY.SMALL;Import;4;FOUR;WHITE;GEO;CA;GEO.METRO
TRAIN;6346;280;YES;83568;FAMILY.MEDIUM;Domestic;6;SIX;RED;CHEVROLET;TX;CHEVROLET.CAVALIER
TRAIN;6793;208;YES;11272;FAMILY.MEDIUM;Import;1;ONE-THREE;WHITE;DAEWOO;GA;DAEWOO.LANOS
TRAIN;4812;97;YES;56066;FAMILY.MEDIUM;Domestic;6;SIX;WHITE;CHEVROLET;FL;CHEVROLET.LUMINA
TRAIN;7019;100;YES;82019;FAMILY.LARGE;Domestic;6;SIX;BLACK;FORD;AZ;FORD.CROWN VICTORIA
TRAIN;3279;92;YES;89812;ECONOMY;Import;7;SEVEN+;RED;NISSAN;AZ;NISSAN.SENTRA
TRAIN;4130;114;YES;76842;FAMILY.LARGE;Domestic;6;SIX;WHITE;OLDSMOBILE;CA;OLDSMOBILE.ACHIEVA
TRAIN;4871;130;YES;83971;LUXURY;Import;5;FIVE;SILVER;NISSAN;FL;NISSAN.ALTIMA
TRAIN;4589;102;YES;97097;FAMILY.MEDIUM;Domestic;7;SEVEN+;RED;PONTIAC;GA;PONTIAC.GRAND PRIX
TRAIN;6071;101;YES;76042;FAMILY.MEDIUM;Domestic;3;ONE-THREE;BLUE;OLDSMOBILE;NV;OLDSMOBILE.ACHIEVA
TRAIN;5676;95;YES;13787;FAMILY.MEDIUM;Import;1;ONE-THREE;WHITE;DAEWOO;AZ;DAEWOO.LANOS
TRAIN;6032;134;YES;68139;ECONOMY;Domestic;4;FOUR;RED;BUICK;NV;BUICK.SKYLARK
TRAIN;5648;119;YES;74326;FAMILY.LARGE;Domestic;5;FIVE;PURPLE;FORD;CA;FORD.TAURUS
TRAIN;4653;142;YES;75237;FAMILY.LARGE;Domestic;6;SIX;WHITE;CHEVROLET;AZ;CHEVROLET.LUMINA
TRAIN;4561;231;YES;99491;FAMILY.MEDIUM;Domestic;9;SEVEN+;SILVER;CHEVROLET;NM;CHEVROLET.LUMINA
TRAIN;6923;99;YES;10329;FAMILY.MEDIUM;Import;1;ONE-THREE;WHITE;DAEWOO;AZ;DAEWOO.NUBIRA
TRAIN;4383;179;YES;73757;FAMILY.MEDIUM;Domestic;5;FIVE;RED;CHEVROLET;TX;CHEVROLET.CORSICA
TRAIN;5767;115;YES;82770;FAMILY.MEDIUM;Domestic;5;FIVE;BLUE;FORD;FL;FORD.CONTOUR
TRAIN;4678;100;YES;96621;FAMILY.LARGE;Domestic;7;SEVEN+;GOLD;OLDSMOBILE;FL;OLDSMOBILE.98
TRAIN;4822;134;YES;68417;FAMILY.MEDIUM;Domestic;5;FIVE;SILVER;BUICK;CA;BUICK.CENTURY
TRAIN;4334;134;YES;60358;FAMILY.SMALL;Import;4;FOUR;PURPLE;KIA;CA;KIA.SEPHIA
TRAIN;5745;98;YES;79034;LUXURY;Import;6;SIX;PURPLE;NISSAN;CA;NISSAN.ALTIMA
TRAIN;4429;154;YES;60534;FAMILY.MEDIUM;Domestic;6;SIX;WHITE;BUICK;FL;BUICK.SKYLARK
TRAIN;6175;173;YES;90264;FAMILY.MEDIUM;Domestic;5;FIVE;GOLD;OLDSMOBILE;VA;OLDSMOBILE.CUTLASS SUPREME
TRAIN;6239;131;YES;84280;FAMILY.SMALL;Domestic;6;SIX;BLUE;FORD;TX;FORD.CONTOUR
TRAIN;9224;112;YES;65621;FAMILY.SMALL;Domestic;4;FOUR;WHITE;PONTIAC;TX;PONTIAC.GRAND AM
TRAIN;4871;92;YES;83791;FAMILY.MEDIUM;Domestic;5;FIVE;PURPLE;BUICK;FL;BUICK.REGAL
TRAIN;4369;105;YES;94481;FAMILY.MEDIUM;Domestic;6;SIX;GREEN;PONTIAC;FL;PONTIAC.GRAND PRIX
TRAIN;4637;98;YES;64216;FAMILY.MEDIUM;Domestic;5;FIVE;PURPLE;FORD;NV;FORD.CONTOUR
TRAIN;5511;101;YES;66906;FAMILY.SMALL;Domestic;6;SIX;BLUE;PLYMOUTH;CA;PLYMOUTH.NEON
TRAIN;4665;115;YES;105746;FAMILY.MEDIUM;Import;9;SEVEN+;WHITE;HONDA;AZ;HONDA.CIVIC
TRAIN;6417;133;YES;94751;FAMILY.MEDIUM;Domestic;5;FIVE;WHITE;CHEVROLET;AZ;CHEVROLET.LUMINA
TRAIN;4850;114;YES;74644;FAMILY.MEDIUM;Domestic;3;ONE-THREE;GREEN;BUICK;AZ;BUICK.SKYLARK
TRAIN;6946;101;YES;10412;FAMILY.MEDIUM;Import;1;ONE-THREE;WHITE;DAEWOO;AZ;DAEWOO.NUBIRA
TRAIN;5085;112;YES;73957;FAMILY.LARGE;Domestic;8;SEVEN+;WHITE;OLDSMOBILE;FL;OLDSMOBILE.98
TRAIN;6360;95;YES;85626;FAMILY.LARGE;Domestic;3;ONE-THREE;PURPLE;CHEVROLET;TX;CHEVROLET.LUMINA
TRAIN;5155;124;YES;80153;FAMILY.SMALL;Domestic;5;FIVE;BLUE;DODGE;CA;DODGE.NEON
TRAIN;3487;145;YES;84756;FAMILY.MEDIUM;Domestic;8;SEVEN+;RED;BUICK;FL;BUICK.CENTURY
TRAIN;6033;204;YES;80748;ECONOMY;Domestic;5;FIVE;BLACK;BUICK;VA;BUICK.SKYLARK
TRAIN;4802;108;YES;78174;FAMILY.LARGE;Domestic;8;SEVEN+;GREEN;BUICK;VA;BUICK.LESABRE
TRAIN;5536;107;YES;77709;FAMILY.LARGE;Domestic;7;SEVEN+;BLUE;BUICK;FL;BUICK.ROADMASTER
TRAIN;4969;193;YES;76428;FAMILY.MEDIUM;Domestic;8;SEVEN+;SILVER;BUICK;FL;BUICK.LESABRE
TRAIN;5465;125;YES;79460;FAMILY.MEDIUM;Domestic;5;FIVE;RED;PONTIAC;AZ;PONTIAC.GRAND AM
TRAIN;5457;106;YES;86844;FAMILY.MEDIUM;Import;5;FIVE;RED;NISSAN;CA;NISSAN.SENTRA
TRAIN;4974;132;YES;77977;FAMILY.MEDIUM;Domestic;7;SEVEN+;WHITE;OLDSMOBILE;FL;OLDSMOBILE.CUTLASS SUPREME
TRAIN;5187;134;YES;87936;FAMILY.MEDIUM;Domestic;4;FOUR;WHITE;OLDSMOBILE;GA;OLDSMOBILE.CUTLASS SUPREME
TRAIN;4309;128;YES;74056;FAMILY.SMALL;Domestic;4;FOUR;PURPLE;BUICK;GA;BUICK.SKYLARK
TRAIN;5849;134;YES;84469;FAMILY.MEDIUM;Import;6;SIX;GREEN;MITSUBISHI;CA;MITSUBISHI.GALANT
TRAIN;6409;189;YES;81298;FAMILY.SMALL;Import;5;FIVE;BLUE;GEO;FL;GEO.PRIZM
TRAIN;5058;116;YES;51313;FAMILY.LARGE;Domestic;6;SIX;GREEN;PONTIAC;AZ;PONTIAC.GRAND AM
TRAIN;4816;128;YES;58690;FAMILY.MEDIUM;Domestic;5;FIVE;WHITE;OLDSMOBILE;FL;OLDSMOBILE.CIERA
TRAIN;4800;105;YES;57967;FAMILY.SMALL;Domestic;3;ONE-THREE;BLUE;CHEVROLET;CA;CHEVROLET.CAVALIER
TRAIN;5264;93;YES;95459;FAMILY.SMALL;Import;5;FIVE;GOLD;GEO;FL;GEO.PRIZM
TRAIN;5126;127;YES;94055;FAMILY.SMALL;Domestic;4;FOUR;RED;PONTIAC;GA;PONTIAC.GRAND AM
TRAIN;4718;97;YES;83610;FAMILY.MEDIUM;Domestic;8;SEVEN+;SILVER;PONTIAC;AZ;PONTIAC.GRAND AM
TRAIN;3961;106;YES;102381;FAMILY.MEDIUM;Domestic;9;SEVEN+;RED;CHEVROLET;FL;CHEVROLET.LUMINA
TRAIN;4247;94;YES;84047;LUXURY;Import;7;SEVEN+;WHITE;HONDA;FL;HONDA.CIVIC
TRAIN;4307;119;YES;112077;FAMILY.LARGE;Domestic;9;SEVEN+;BLUE;FORD;FL;FORD.CROWN VICTORIA
TRAIN;5119;99;YES;91588;LUXURY;Import;6;SIX;PURPLE;NISSAN;AZ;NISSAN.ALTIMA
TRAIN;5711;130;YES;13041;FAMILY.MEDIUM;Import;2;ONE-THREE;RED;DAEWOO;AZ;DAEWOO.LANOS
TRAIN;5471;228;YES;69569;FAMILY.MEDIUM;Domestic;3;ONE-THREE;BLUE;OLDSMOBILE;FL;OLDSMOBILE.ACHIEVA
TRAIN;4563;123;YES;100442;FAMILY.MEDIUM;Import;9;SEVEN+;BLUE;TOYOTA;VA;TOYOTA.CAMRY
TRAIN;7860;94;YES;86226;FAMILY.LARGE;Domestic;4;FOUR;PURPLE;BUICK;TX;BUICK.LESABRE
TRAIN;4019;99;YES;89278;FAMILY.SMALL;Import;6;SIX;GOLD;MAZDA;FL;MAZDA.626
TRAIN;6919;131;YES;15672;FAMILY.MEDIUM;Import;2;ONE-THREE;WHITE;DAEWOO;TX;DAEWOO.NUBIRA
TRAIN;5272;95;YES;61541;FAMILY.SMALL;Domestic;4;FOUR;PURPLE;CHEVROLET;AZ;CHEVROLET.CAVALIER
TRAIN;6155;214;YES;53272;FAMILY.LARGE;Domestic;7;SEVEN+;PURPLE;OLDSMOBILE;VA;OLDSMOBILE.88
TRAIN;6021;129;YES;74582;LUXURY;Import;8;SEVEN+;WHITE;NISSAN;NV;NISSAN.MAXIMA
TRAIN;4986;113;YES;79473;FAMILY.LARGE;Domestic;8;SEVEN+;BLUE;OTHER;FL;LINCOLN.TOWN CAR
TRAIN;5995;106;YES;78830;FAMILY.SMALL;Import;4;FOUR;RED;MITSUBISHI;CA;MITSUBISHI.MIRAGE
TRAIN;4427;109;YES;93678;FAMILY.MEDIUM;Domestic;7;SEVEN+;BLUE;CHEVROLET;FL;CHEVROLET.LUMINA
TRAIN;6411;92;YES;83263;LUXURY;Import;4;FOUR;WHITE;NISSAN;CA;NISSAN.ALTIMA
TRAIN;4418;141;YES;95517;FAMILY.LARGE;Domestic;4;FOUR;WHITE;CHEVROLET;GA;CHEVROLET.LUMINA
TRAIN;9105;180;YES;76756;FAMILY.MEDIUM;Domestic;4;FOUR;GREEN;OLDSMOBILE;VA;OLDSMOBILE.CUTLASS
TRAIN;5197;187;YES;89101;LUXURY;Import;5;FIVE;BLACK;NISSAN;FL;NISSAN.SENTRA
TRAIN;4338;110;YES;99650;FAMILY.MEDIUM;Domestic;4;FOUR;WHITE;BUICK;CA;BUICK.SKYLARK
TRAIN;5040;204;YES;102806;LUXURY;Import;5;FIVE;PURPLE;NISSAN;FL;NISSAN.SENTRA
TRAIN;5190;106;YES;74568;FAMILY.MEDIUM;Domestic;4;FOUR;WHITE;CHEVROLET;FL;CHEVROLET.LUMINA
TRAIN;6085;120;YES;56831;FAMILY.MEDIUM;Domestic;5;FIVE;WHITE;OLDSMOBILE;GA;OLDSMOBILE.CUTLASS SUPREME
TRAIN;4591;113;YES;73785;FAMILY.MEDIUM;Domestic;5;FIVE;GREEN;BUICK;AZ;BUICK.SKYLARK
TRAIN;3609;107;YES;95843;FAMILY.MEDIUM;Domestic;5;FIVE;WHITE;BUICK;AZ;BUICK.SKYLARK
TRAIN;5196;140;YES;75057;FAMILY.LARGE;Domestic;9;SEVEN+;SILVER;BUICK;GA;BUICK.ROADMASTER
TRAIN;6361;229;YES;90684;FAMILY.MEDIUM;Domestic;6;SIX;PURPLE;BUICK;CA;BUICK.REGAL
TRAIN;5045;167;YES;91250;FAMILY.MEDIUM;Domestic;4;FOUR;BLUE;MERCURY;FL;MERCURY.SABLE
TRAIN;7291;150;YES;96611;FAMILY.LARGE;Domestic;6;SIX;GREEN;OLDSMOBILE;TX;OLDSMOBILE.88
TRAIN;5882;237;YES;82878;FAMILY.SMALL;Import;5;FIVE;GREEN;HONDA;TX;HONDA.CIVIC
TRAIN;4864;113;YES;72386;FAMILY.MEDIUM;Domestic;3;ONE-THREE;BLUE;BUICK;AZ;BUICK.SKYLARK
TRAIN;5997;119;YES;77473;FAMILY.SMALL;Import;5;FIVE;GREEN;TOYOTA;CA;TOYOTA.COROLLA
TRAIN;2186;193;YES;77405;ECONOMY;Domestic;8;SEVEN+;WHITE;FORD;VA;FORD.TEMPO
TRAIN;5647;98;YES;62762;FAMILY.MEDIUM;Domestic;6;SIX;GREEN;FORD;VA;FORD.TAURUS
TRAIN;5967;116;YES;66396;FAMILY.MEDIUM;Import;4;FOUR;BLUE;HYUNDAI;AZ;HYUNDAI.SONATA
TRAIN;3054;130;YES;56320;FAMILY.MEDIUM;Domestic;9;SEVEN+;PURPLE;BUICK;FL;BUICK.CENTURY
TRAIN;4205;126;YES;73151;FAMILY.LARGE;Domestic;8;SEVEN+;WHITE;OLDSMOBILE;TX;OLDSMOBILE.88
TRAIN;5747;92;YES;63545;FAMILY.MEDIUM;Domestic;7;SEVEN+;GREEN;PONTIAC;CA;PONTIAC.GRAND AM
TRAIN;5219;185;YES;91818;LUXURY;Import;6;SIX;BLACK;NISSAN;FL;NISSAN.ALTIMA
TRAIN;5711;125;YES;14020;FAMILY.MEDIUM;Import;1;ONE-THREE;WHITE;DAEWOO;AZ;DAEWOO.LANOS
TRAIN;4881;92;YES;93911;FAMILY.MEDIUM;Domestic;5;FIVE;WHITE;PONTIAC;FL;PONTIAC.GRAND PRIX
TRAIN;6137;93;YES;79744;FAMILY.MEDIUM;Domestic;4;FOUR;GREEN;PONTIAC;AZ;PONTIAC.BONNEVILLE
TRAIN;7284;124;YES;74424;FAMILY.SMALL;Import;5;FIVE;GREEN;NISSAN;CA;NISSAN.SENTRA
TRAIN;3599;99;YES;88336;FAMILY.SMALL;Import;7;SEVEN+;BLUE;GEO;FL;GEO.PRIZM
TRAIN;6075;123;YES;95038;FAMILY.MEDIUM;Domestic;7;SEVEN+;BLUE;BUICK;CA;BUICK.REGAL
TRAIN;3477;120;YES;76315;FAMILY.MEDIUM;Import;7;SEVEN+;GOLD;MAZDA;FL;MAZDA.PROTEGE
TRAIN;4523;92;YES;89123;LUXURY;Import;7;SEVEN+;GREEN;NISSAN;VA;NISSAN.SENTRA
TRAIN;4529;143;YES;49351;FAMILY.LARGE;Domestic;9;SEVEN+;BLUE;OLDSMOBILE;GA;OLDSMOBILE.88
TRAIN;4325;122;YES;40787;FAMILY.MEDIUM;Domestic;5;FIVE;GREEN;MERCURY;AZ;MERCURY.MYSTIQUE
TRAIN;5128;136;YES;70704;FAMILY.MEDIUM;Domestic;4;FOUR;GREEN;OLDSMOBILE;AZ;OLDSMOBILE.ACHIEVA
TRAIN;4922;105;YES;69407;ECONOMY;Domestic;4;FOUR;BLUE;PONTIAC;CA;PONTIAC.SUNFIRE
TRAIN;4843;129;YES;92534;FAMILY.MEDIUM;Domestic;6;SIX;GREEN;PONTIAC;CA;PONTIAC.GRAND PRIX
TRAIN;5062;267;YES;95029;ECONOMY;Import;4;FOUR;SILVER;NISSAN;GA;NISSAN.SENTRA
TRAIN;5157;102;YES;95010;FAMILY.MEDIUM;Domestic;5;FIVE;GREEN;FORD;VA;FORD.TAURUS
TRAIN;5711;127;YES;11864;FAMILY.MEDIUM;Import;1;ONE-THREE;WHITE;DAEWOO;AZ;DAEWOO.LANOS
TRAIN;4278;116;YES;96131;FAMILY.LARGE;Domestic;9;SEVEN+;RED;OLDSMOBILE;AZ;OLDSMOBILE.88
TRAIN;6360;189;YES;89327;FAMILY.LARGE;Domestic;5;FIVE;WHITE;OLDSMOBILE;FL;OLDSMOBILE.88
TRAIN;6616;112;YES;73833;FAMILY.MEDIUM;Domestic;4;FOUR;GOLD;OLDSMOBILE;FL;OLDSMOBILE.CUTLASS SUPREME
TRAIN;4753;128;YES;65477;ECONOMY;Domestic;4;FOUR;GOLD;FORD;FL;FORD.ESCORT
TRAIN;4879;116;YES;67153;ECONOMY;Domestic;4;FOUR;GOLD;FORD;TX;FORD.ESCORT
TRAIN;6293;232;YES;25978;FAMILY.SMALL;Domestic;1;ONE-THREE;PURPLE;CHEVROLET;AZ;CHEVROLET.METRO
TRAIN;6648;91;YES;91735;FAMILY.MEDIUM;Domestic;5;FIVE;GREEN;OLDSMOBILE;GA;OLDSMOBILE.CUTLASS SUPREME
TRAIN;4160;106;YES;77175;FAMILY.MEDIUM;Domestic;6;SIX;GREEN;BUICK;AZ;BUICK.CENTURY
TRAIN;5321;129;YES;76406;FAMILY.LARGE;Domestic;5;FIVE;BLUE;CHEVROLET;AZ;CHEVROLET.LUMINA
TRAIN;4561;107;YES;101108;FAMILY.MEDIUM;Domestic;8;SEVEN+;SILVER;PONTIAC;AZ;PONTIAC.BONNEVILLE
TRAIN;4789;147;YES;77330;FAMILY.LARGE;Domestic;6;SIX;WHITE;CHEVROLET;GA;CHEVROLET.LUMINA
TRAIN;4151;137;YES;62968;FAMILY.LARGE;Domestic;9;SEVEN+;BLUE;BUICK;AZ;BUICK.LESABRE
TRAIN;5193;106;YES;66696;ECONOMY;Domestic;4;FOUR;GREEN;CHEVROLET;CA;CHEVROLET.METRO
TRAIN;4577;111;YES;86322;FAMILY.LARGE;Domestic;8;SEVEN+;WHITE;BUICK;GA;BUICK.LESABRE
TRAIN;4966;157;YES;73312;FAMILY.LARGE;Domestic;6;SIX;BLUE;PONTIAC;CA;PONTIAC.GRAND AM
TRAIN;5907;211;YES;74216;ECONOMY;Domestic;6;SIX;RED;CHEVROLET;FL;CHEVROLET.CAVALIER
TRAIN;4882;95;YES;86004;ECONOMY;Import;4;FOUR;BLUE;NISSAN;TX;NISSAN.SENTRA
TRAIN;5791;97;YES;70559;FAMILY.MEDIUM;Domestic;4;FOUR;GREEN;CHEVROLET;TX;CHEVROLET.MALIBU
TRAIN;3961;138;YES;94827;FAMILY.MEDIUM;Domestic;8;SEVEN+;WHITE;CHEVROLET;FL;CHEVROLET.LUMINA
TRAIN;5085;106;YES;74218;FAMILY.MEDIUM;Domestic;4;FOUR;WHITE;FORD;VA;FORD.CONTOUR
TRAIN;4915;124;YES;79267;FAMILY.LARGE;Domestic;6;SIX;SILVER;DODGE;AZ;DODGE.INTREPID
TRAIN;6066;139;YES;67696;FAMILY.SMALL;Import;5;FIVE;BLUE;MAZDA;CA;MAZDA.PROTEGE
TRAIN;4275;101;YES;87303;FAMILY.MEDIUM;Import;5;FIVE;WHITE;HYUNDAI;FL;HYUNDAI.SONATA
TRAIN;5127;148;YES;81393;FAMILY.LARGE;Domestic;7;SEVEN+;SILVER;PONTIAC;VA;PONTIAC.BONNEVILLE
TRAIN;4210;119;YES;52792;ECONOMY;Domestic;5;FIVE;BLACK;PLYMOUTH;FL;PLYMOUTH.NEON
TRAIN;5791;103;YES;101841;FAMILY.SMALL;Import;5;FIVE;PURPLE;NISSAN;CA;NISSAN.SENTRA
TRAIN;5534;124;YES;84250;LUXURY;Import;8;SEVEN+;WHITE;HONDA;FL;HONDA.CIVIC
TRAIN;5089;117;YES;95834;FAMILY.LARGE;Domestic;5;FIVE;WHITE;DODGE;AZ;DODGE.INTREPID
TRAIN;5162;93;YES;79989;FAMILY.SMALL;Import;6;SIX;GREEN;NISSAN;CA;NISSAN.SENTRA
TRAIN;5473;91;YES;101405;FAMILY.SMALL;Import;7;SEVEN+;BLUE;TOYOTA;CA;TOYOTA.COROLLA
TRAIN;4881;91;YES;83697;FAMILY.LARGE;Domestic;9;SEVEN+;GOLD;BUICK;FL;BUICK.LESABRE
TRAIN;5531;114;YES;68518;ECONOMY;Domestic;5;FIVE;BLUE;CHEVROLET;FL;CHEVROLET.CAVALIER
TRAIN;5027;97;YES;79031;ECONOMY;Import;5;FIVE;BLUE;NISSAN;GA;NISSAN.SENTRA
TRAIN;5050;100;YES;78132;FAMILY.SMALL;Domestic;6;SIX;BLUE;PONTIAC;VA;PONTIAC.GRAND AM
TRAIN;5393;115;YES;98182;LUXURY;Import;5;FIVE;WHITE;NISSAN;TX;NISSAN.ALTIMA
TRAIN;5875;103;YES;80975;FAMILY.MEDIUM;Domestic;7;SEVEN+;BLACK;BUICK;GA;BUICK.REGAL
TRAIN;4720;112;YES;85678;FAMILY.MEDIUM;Domestic;7;SEVEN+;GOLD;FORD;VA;FORD.TAURUS
TRAIN;5208;125;YES;85225;FAMILY.LARGE;Domestic;6;SIX;BLUE;OLDSMOBILE;GA;OLDSMOBILE.88
TRAIN;5597;160;YES;104441;FAMILY.MEDIUM;Domestic;8;SEVEN+;BLUE;OLDSMOBILE;FL;OLDSMOBILE.98
TRAIN;7517;111;YES;75064;ECONOMY;Domestic;4;FOUR;WHITE;MERCURY;VA;MERCURY.MYSTIQUE
TRAIN;5096;129;YES;94928;LUXURY;Import;7;SEVEN+;PURPLE;NISSAN;NV;NISSAN.SENTRA
TRAIN;5901;119;YES;85592;FAMILY.LARGE;Domestic;7;SEVEN+;WHITE;BUICK;CA;BUICK.LESABRE
TRAIN;5288;100;YES;71096;ECONOMY;Domestic;4;FOUR;SILVER;FORD;TX;FORD.ESCORT
TRAIN;5573;126;YES;65315;FAMILY.LARGE;Domestic;5;FIVE;GREEN;PONTIAC;CA;PONTIAC.GRAND AM
TRAIN;5172;246;YES;58936;ECONOMY;Import;4;FOUR;WHITE;GEO;TX;GEO.METRO
TRAIN;6120;104;YES;70505;FAMILY.MEDIUM;Domestic;3;ONE-THREE;SILVER;PLYMOUTH;AZ;PLYMOUTH.BREEZE
TRAIN;4922;97;YES;110779;ECONOMY;Import;6;SIX;PURPLE;NISSAN;CA;NISSAN.SENTRA
TRAIN;5087;118;YES;76087;FAMILY.MEDIUM;Domestic;7;SEVEN+;GOLD;BUICK;AZ;BUICK.LESABRE
TRAIN;5268;113;YES;88424;LUXURY;Import;6;SIX;PURPLE;NISSAN;CA;NISSAN.SENTRA
TRAIN;4150;115;YES;88846;LUXURY;Import;7;SEVEN+;BLUE;NISSAN;FL;NISSAN.ALTIMA
TRAIN;4880;114;YES;100152;FAMILY.SMALL;Import;9;SEVEN+;SILVER;TOYOTA;CA;TOYOTA.COROLLA
TRAIN;6765;125;YES;50047;FAMILY.MEDIUM;Domestic;6;SIX;GOLD;PONTIAC;FL;PONTIAC.GRAND AM
TRAIN;3938;155;YES;67652;FAMILY.SMALL;Domestic;7;SEVEN+;BLUE;PLYMOUTH;AZ;PLYMOUTH.NEON
TRAIN;4977;94;YES;40920;ECONOMY;Domestic;3;ONE-THREE;SILVER;CHEVROLET;GA;CHEVROLET.METRO
TRAIN;7394;206;YES;92115;LUXURY;Import;5;FIVE;SILVER;NISSAN;VA;NISSAN.SENTRA
TRAIN;5676;132;YES;12063;FAMILY.MEDIUM;Import;2;ONE-THREE;WHITE;DAEWOO;AZ;DAEWOO.LANOS
TRAIN;5750;103;YES;67408;FAMILY.MEDIUM;Import;3;ONE-THREE;PURPLE;HYUNDAI;VA;HYUNDAI.ELANTRA
TRAIN;4079;121;YES;80179;FAMILY.MEDIUM;Domestic;7;SEVEN+;RED;FORD;FL;FORD.TAURUS
TRAIN;5053;130;YES;82065;FAMILY.MEDIUM;Domestic;8;SEVEN+;BLACK;PONTIAC;FL;PONTIAC.BONNEVILLE
TRAIN;6356;128;YES;87942;LUXURY;Import;6;SIX;GREEN;NISSAN;CA;NISSAN.ALTIMA
TRAIN;5792;179;YES;70334;ECONOMY;Domestic;5;FIVE;PURPLE;BUICK;VA;BUICK.SKYLARK
TRAIN;5319;111;YES;76975;FAMILY.MEDIUM;Domestic;7;SEVEN+;BLUE;BUICK;CA;BUICK.REGAL
TRAIN;3430;137;YES;104177;FAMILY.MEDIUM;Domestic;9;SEVEN+;WHITE;OLDSMOBILE;CA;OLDSMOBILE.CIERA
TRAIN;4704;132;YES;76814;FAMILY.MEDIUM;Import;6;SIX;GREEN;NISSAN;AZ;NISSAN.SENTRA
TRAIN;5494;91;YES;97268;LUXURY;Import;10;SEVEN+;BLACK;HONDA;CA;HONDA.ACCORD
TRAIN;4810;108;YES;89317;FAMILY.MEDIUM;Domestic;8;SEVEN+;GREEN;PONTIAC;CA;PONTIAC.GRAND PRIX
TRAIN;4832;116;YES;85611;FAMILY.SMALL;Import;5;FIVE;WHITE;GEO;CA;GEO.PRIZM
TRAIN;4756;107;YES;84199;FAMILY.MEDIUM;Domestic;8;SEVEN+;WHITE;MERCURY;FL;MERCURY.GRAND MARQUIS
TRAIN;5594;191;YES;77909;FAMILY.MEDIUM;Import;7;SEVEN+;BLACK;GEO;AZ;GEO.PRIZM
TRAIN;4707;104;YES;72605;FAMILY.SMALL;Domestic;4;FOUR;BLUE;BUICK;TX;BUICK.SKYLARK
TRAIN;4296;109;YES;98344;FAMILY.MEDIUM;Import;6;SIX;BLUE;NISSAN;AZ;NISSAN.SENTRA
TRAIN;6021;108;YES;64095;FAMILY.MEDIUM;Domestic;4;FOUR;RED;FORD;FL;FORD.TAURUS
TRAIN;4795;164;YES;94821;FAMILY.LARGE;Domestic;10;SEVEN+;PURPLE;FORD;VA;FORD.CROWN VICTORIA
TRAIN;5638;91;YES;85941;FAMILY.MEDIUM;Domestic;6;SIX;RED;DODGE;AZ;DODGE.INTREPID
TRAIN;4825;110;YES;54259;FAMILY.SMALL;Domestic;4;FOUR;GOLD;FORD;CA;FORD.ESCORT
TRAIN;3890;120;YES;38948;FAMILY.MEDIUM;Domestic;7;SEVEN+;WHITE;OLDSMOBILE;NV;OLDSMOBILE.CIERA
TRAIN;5459;104;YES;99455;FAMILY.LARGE;Domestic;7;SEVEN+;GREEN;PONTIAC;FL;PONTIAC.BONNEVILLE
TRAIN;7137;156;YES;74173;FAMILY.LARGE;Domestic;6;SIX;SILVER;CHEVROLET;TX;CHEVROLET.LUMINA
TRAIN;4802;122;YES;87377;FAMILY.MEDIUM;Domestic;6;SIX;WHITE;CHEVROLET;FL;CHEVROLET.LUMINA
TRAIN;6920;136;YES;26246;FAMILY.MEDIUM;Import;2;ONE-THREE;WHITE;DAEWOO;TX;DAEWOO.NUBIRA
TRAIN;6165;208;YES;82950;FAMILY.LARGE;Domestic;5;FIVE;GREEN;CHEVROLET;AZ;CHEVROLET.LUMINA
TRAIN;6201;95;YES;88688;FAMILY.LARGE;Domestic;5;FIVE;BLUE;BUICK;VA;BUICK.LESABRE
TRAIN;5676;136;YES;14052;FAMILY.MEDIUM;Import;2;ONE-THREE;WHITE;DAEWOO;AZ;DAEWOO.LANOS
TRAIN;4954;116;YES;55277;FAMILY.MEDIUM;Domestic;6;SIX;GREEN;BUICK;CA;BUICK.SKYLARK
TRAIN;5193;156;YES;68885;FAMILY.MEDIUM;Domestic;7;SEVEN+;SILVER;BUICK;AZ;BUICK.REGAL
TRAIN;5652;181;YES;62881;FAMILY.MEDIUM;Domestic;7;SEVEN+;PURPLE;FORD;AZ;FORD.CONTOUR
TRAIN;5333;95;YES;98586;FAMILY.LARGE;Domestic;8;SEVEN+;WHITE;OLDSMOBILE;AZ;OLDSMOBILE.CUTLASS SUPREME
TRAIN;7813;196;YES;74367;FAMILY.LARGE;Domestic;7;SEVEN+;WHITE;BUICK;FL;BUICK.ROADMASTER
TRAIN;6920;134;YES;21001;FAMILY.MEDIUM;Import;2;ONE-THREE;WHITE;DAEWOO;TX;DAEWOO.NUBIRA
TRAIN;6720;115;YES;91377;LUXURY;Import;9;SEVEN+;GREEN;TOYOTA;CA;TOYOTA.CAMRY
