Ano,Código,Nome da Disciplina,CH,CR,TU,MF,FA,SF,SE,rga_anonimo,Disciplina,Grupo de Disciplinas,Tipo de Disciplina,Optativa
2012/2,70400718,Banco de Dados,96,6,CC1,6.8,12,AP,4,d8566b6c178fee353d9263e8d7c115ae0720e1e848f9671d71e3071474b7bf12,Banco de Dados,Banco de Dados,Computação,Não
2012/2,72100003,CÁLCULO I,96,6,CC,6.5,4,AP,2,d8566b6c178fee353d9263e8d7c115ae0720e1e848f9671d71e3071474b7bf12,Cálculo I,Cálculo,Matemática,Não
2012/2,72100020,ESTATISTICA GERAL,64,4,CC,8.0,2,AP,2,d8566b6c178fee353d9263e8d7c115ae0720e1e848f9671d71e3071474b7bf12,Estatística Geral,Estatística,Matemática,Não
2012/2,70400382,Estrutura de Dados I,96,6,CC,5.3,0,AP,2,d8566b6c178fee353d9263e8d7c115ae0720e1e848f9671d71e3071474b7bf12,Estrutura de Dados I,Estrutura de Dados,Computação,Não
2012/2,70400381,Matemática Discreta,64,4,CC,8.75,0,AP,2,d8566b6c178fee353d9263e8d7c115ae0720e1e848f9671d71e3071474b7bf12,Matemática Discreta,Matemática Discreta,Matemática,Não
2012/2,72100029,MECÂNICA,96,6,CC,5.6,0,AP,2,d8566b6c178fee353d9263e8d7c115ae0720e1e848f9671d71e3071474b7bf12,Mecânica,Mecânica,Física,Não
2012/2,70400717,Programação II,64,4,CC,6.3,0,AP,4,d8566b6c178fee353d9263e8d7c115ae0720e1e848f9671d71e3071474b7bf12,Programação II,Programação,Computação,Não
2013/1,70400711,Arquitetura e Organização de Computadores,96,6,CC,6.0,0,AP,3,d8566b6c178fee353d9263e8d7c115ae0720e1e848f9671d71e3071474b7bf12,Arquitetura e Organização de Computadores,Arquitetura e Organização de Computadores,Computação,Não
2013/1,72100004,CÁLCULO II,96,6,CC,5.3,14,AP,3,d8566b6c178fee353d9263e8d7c115ae0720e1e848f9671d71e3071474b7bf12,Cálculo II,Cálculo,Matemática,Não
2013/1,72100013,ELETRICIDADE E MAGNETISMO,96,6,CC,5.1,8,AP,3,d8566b6c178fee353d9263e8d7c115ae0720e1e848f9671d71e3071474b7bf12,Eletromagnetismo,Eletromagnetismo,Física,Não
2013/1,70400709,Estrutura de Dados II,64,4,CC,8.0,8,AP,3,d8566b6c178fee353d9263e8d7c115ae0720e1e848f9671d71e3071474b7bf12,Estrutura de Dados II,Estrutura de Dados,Computação,Não
2013/1,70400722,Linguagens Formais e Autômatos,64,4,CC,6.3,0,AP,5,d8566b6c178fee353d9263e8d7c115ae0720e1e848f9671d71e3071474b7bf12,Linguagens Formais e Autômatos,Linguagens Formais e Autômatos,Computação,Não
2013/2,70400728,Compiladores,96,6,CC,8.0,0,AP,6,d8566b6c178fee353d9263e8d7c115ae0720e1e848f9671d71e3071474b7bf12,Compiladores,Compiladores,Computação,Não
2013/2,72100005,CÁLCULO III,96,6,CC,6.5,0,AP,4,d8566b6c178fee353d9263e8d7c115ae0720e1e848f9671d71e3071474b7bf12,Cálculo III,Cálculo,Matemática,Não
2013/2,72100007,CÁLCULO NUMÉRICO COMPUTACIONAL,64,4,CC,8.1,0,AP,4,d8566b6c178fee353d9263e8d7c115ae0720e1e848f9671d71e3071474b7bf12,Cálculo Numérico,Cálculo Numérico,Matemática,Não
2013/2,70400716,Engenharia de Software,96,6,CC,7.0,4,AP,4,d8566b6c178fee353d9263e8d7c115ae0720e1e848f9671d71e3071474b7bf12,Engenharia de Software,Engenharia de Software,Computação,Não
2013/2,70400713,Introdução aos Sistemas de Informação,64,4,CC,7.3,0,AP,3,d8566b6c178fee353d9263e8d7c115ae0720e1e848f9671d71e3071474b7bf12,Introdução aos Sistemas de Informação,Introdução aos Sistemas de Informação,Computação,Não
2014/1,72100014,ELETRÔNICA BÁSICA,64,4,F11,6.5,0,AP,0,d8566b6c178fee353d9263e8d7c115ae0720e1e848f9671d71e3071474b7bf12,Eletrônica Básica,Eletrônica Básica,Física,Não
2014/1,70400721,Paradigmas de Linguagem de Programação,64,4,CC,9.5,4,AP,5,d8566b6c178fee353d9263e8d7c115ae0720e1e848f9671d71e3071474b7bf12,Paradigmas de Linguagens de Programação,Paradigmas de Linguagens de Programação,Computação,Não
2014/1,70400727,Programação III,64,4,CC,8.1,10,AP,6,d8566b6c178fee353d9263e8d7c115ae0720e1e848f9671d71e3071474b7bf12,Programação III,Programação,Computação,Não
2014/1,70400723,Projeto e Análise de Algoritmos,96,6,CC,5.5,6,AP,5,d8566b6c178fee353d9263e8d7c115ae0720e1e848f9671d71e3071474b7bf12,Projeto e Análise de Algoritmos,Projeto e Análise de Algoritmos,Computação,Não
2014/1,70400720,Sistemas Operacionais,96,6,CC,5.45,10,AP,5,d8566b6c178fee353d9263e8d7c115ae0720e1e848f9671d71e3071474b7bf12,Sistemas Operacionais,Sistemas Operacionais,Computação,Não
2014/1,72100001,ÁLGEBRA LINEAR I,96,6,CC,7.0,12,AP,5,d8566b6c178fee353d9263e8d7c115ae0720e1e848f9671d71e3071474b7bf12,Álgebra Linear I,Álgebra Linear,Matemática,Não
2014/2,70400732,Computação Gráfica,64,4,CC,8.0,0,AP,7,d8566b6c178fee353d9263e8d7c115ae0720e1e848f9671d71e3071474b7bf12,Computação Gráfica,Computação Gráfica,Computação,Não
2014/2,72000012,INGLÊS INSTRUMENTAL,64,4,EF1,8.0,8,AP,0,d8566b6c178fee353d9263e8d7c115ae0720e1e848f9671d71e3071474b7bf12,Inglês Instrumental,Inglês Instrumental,Linguagens,Sim
2014/2,70400725,Inteligência Artificial,96,6,CC,6.6,10,AP,6,d8566b6c178fee353d9263e8d7c115ae0720e1e848f9671d71e3071474b7bf12,Inteligência Artificial,Inteligência Artificial,Computação,Não
2014/2,70400726,Redes de Computadores,96,6,CC,6.6,6,AP,6,d8566b6c178fee353d9263e8d7c115ae0720e1e848f9671d71e3071474b7bf12,Redes de Computadores,Redes de Computadores,Computação,Não
2014/2,70400734,Seminários em Computação,64,4,CC,8.0,0,AP,8,d8566b6c178fee353d9263e8d7c115ae0720e1e848f9671d71e3071474b7bf12,Seminários em Computação,Empreendedorismo,Administração,Não
2015/1,72000009,FILOSOFIA E METODOLOGIA CIENTÍFICA,64,4,CC,8.0,12,AP,7,d8566b6c178fee353d9263e8d7c115ae0720e1e848f9671d71e3071474b7bf12,Filosofia e Metodologia Científica,Filosofia e Metodologia Científica,Pesquisa,Não
2015/1,70400729,Programação Paralela e Distribuida,96,6,CC,7.4,0,AP,7,d8566b6c178fee353d9263e8d7c115ae0720e1e848f9671d71e3071474b7bf12,Programação Paralela e Distribuida,Programação Paralela e Distribuida,Computação,Não
2015/2,72100043,Atividades Complementares,112,7,CC,0.0,0,APO,8,d8566b6c178fee353d9263e8d7c115ae0720e1e848f9671d71e3071474b7bf12,Atividades Complementares,Atividades Complementares,Complementar,Não
2015/2,70400733,Trabalho de Curso,192,0,CC,7.5,20,AP,8,d8566b6c178fee353d9263e8d7c115ae0720e1e848f9671d71e3071474b7bf12,Trabalho de Curso Final,Trabalho de Curso,Pesquisa,Não
2010/1,72100022,FUNDAMENTOS DE MATEMÁTICA,64,4,CC,4.4,6,RM,1,8bcb312923220611714cdc0a4480c13d300d225bf514f34e08980b18feed6eb8,Fundamentos de Matemática,Fundamentos de Matemática,Matemática,Não
2010/1,72100023,GEOMETRIA ANALÍTICA E VETORIAL,96,6,CC,2.3,20,RM,1,8bcb312923220611714cdc0a4480c13d300d225bf514f34e08980b18feed6eb8,Geometria Analítica e Vetorial,Geometria,Matemática,Não
2010/1,70400377,Lógica Matemática e Elementos de Lógica Digital,96,6,CC,2.8,0,RM,1,8bcb312923220611714cdc0a4480c13d300d225bf514f34e08980b18feed6eb8,Lógica Digital,Lógica Digital,Computação,Não
2010/1,70400375,Programação I,96,6,CC,6.3,6,AP,1,8bcb312923220611714cdc0a4480c13d300d225bf514f34e08980b18feed6eb8,Programação I,Programação,Computação,Não
2010/1,72000016,Práticas de Leitura e Produção de Textos,96,6,CC,6.8,18,AP,1,8bcb312923220611714cdc0a4480c13d300d225bf514f34e08980b18feed6eb8,Práticas de Leitura e Produção de Texto,Práticas de Leitura e Produção de Texto,Linguagens,Não
2010/2,70400718,Banco de Dados,96,6,CC1,5.2,0,AP,4,8bcb312923220611714cdc0a4480c13d300d225bf514f34e08980b18feed6eb8,Banco de Dados,Banco de Dados,Computação,Não
2010/2,72100003,CÁLCULO I,96,6,CC1,3.0,24,RM,2,8bcb312923220611714cdc0a4480c13d300d225bf514f34e08980b18feed6eb8,Cálculo I,Cálculo,Matemática,Não
2010/2,72100020,ESTATISTICA GERAL,64,4,CC1,5.1,8,AP,2,8bcb312923220611714cdc0a4480c13d300d225bf514f34e08980b18feed6eb8,Estatística Geral,Estatística,Matemática,Não
2010/2,70400382,Estrutura de Dados I,96,6,CC,5.0,8,AP,2,8bcb312923220611714cdc0a4480c13d300d225bf514f34e08980b18feed6eb8,Estrutura de Dados I,Estrutura de Dados,Computação,Não
2010/2,70400381,Matemática Discreta,64,4,CC,7.8,0,AP,2,8bcb312923220611714cdc0a4480c13d300d225bf514f34e08980b18feed6eb8,Matemática Discreta,Matemática Discreta,Matemática,Não
2010/2,72100029,MECÂNICA,96,6,CC,0.8,12,RM,2,8bcb312923220611714cdc0a4480c13d300d225bf514f34e08980b18feed6eb8,Mecânica,Mecânica,Física,Não
2011/1,70400709,Estrutura de Dados II,64,4,CC,5.73,0,AP,3,8bcb312923220611714cdc0a4480c13d300d225bf514f34e08980b18feed6eb8,Estrutura de Dados II,Estrutura de Dados,Computação,Não
2011/1,70400713,Introdução aos Sistemas de Informação,64,4,CC,7.9,0,AP,3,8bcb312923220611714cdc0a4480c13d300d225bf514f34e08980b18feed6eb8,Introdução aos Sistemas de Informação,Introdução aos Sistemas de Informação,Computação,Não
2011/1,70400722,Linguagens Formais e Autômatos,64,4,CC,6.0,0,AP,5,8bcb312923220611714cdc0a4480c13d300d225bf514f34e08980b18feed6eb8,Linguagens Formais e Autômatos,Linguagens Formais e Autômatos,Computação,Não
2011/1,70400377,Lógica Matemática e Elementos de Lógica Digital,96,6,CC,9.0,0,AP,1,8bcb312923220611714cdc0a4480c13d300d225bf514f34e08980b18feed6eb8,Lógica Digital,Lógica Digital,Computação,Não
2011/1,70400721,Paradigmas de Linguagem de Programação,64,4,CC,7.25,10,AP,5,8bcb312923220611714cdc0a4480c13d300d225bf514f34e08980b18feed6eb8,Paradigmas de Linguagens de Programação,Paradigmas de Linguagens de Programação,Computação,Não
2011/2,70400728,Compiladores,96,6,CC,6.6,0,AP,6,8bcb312923220611714cdc0a4480c13d300d225bf514f34e08980b18feed6eb8,Compiladores,Compiladores,Computação,Não
2011/2,72100003,CÁLCULO I,96,6,CC,5.75,4,AP,2,8bcb312923220611714cdc0a4480c13d300d225bf514f34e08980b18feed6eb8,Cálculo I,Cálculo,Matemática,Não
2011/2,70400716,Engenharia de Software,96,6,CC,8.5,0,AP,4,8bcb312923220611714cdc0a4480c13d300d225bf514f34e08980b18feed6eb8,Engenharia de Software,Engenharia de Software,Computação,Não
2011/2,72100029,MECÂNICA,96,6,CC,1.2,26,RMF,2,8bcb312923220611714cdc0a4480c13d300d225bf514f34e08980b18feed6eb8,Mecânica,Mecânica,Física,Não
2011/2,70400717,Programação II,64,4,CC,5.6,0,AP,4,8bcb312923220611714cdc0a4480c13d300d225bf514f34e08980b18feed6eb8,Programação II,Programação,Computação,Não
2012/1,70400711,Arquitetura e Organização de Computadores,96,6,CC,8.25,0,AP,3,8bcb312923220611714cdc0a4480c13d300d225bf514f34e08980b18feed6eb8,Arquitetura e Organização de Computadores,Arquitetura e Organização de Computadores,Computação,Não
2012/1,72100004,CÁLCULO II,96,6,CC,6.8,3,AP,3,8bcb312923220611714cdc0a4480c13d300d225bf514f34e08980b18feed6eb8,Cálculo II,Cálculo,Matemática,Não
2012/1,72100007,CÁLCULO NUMÉRICO COMPUTACIONAL,64,4,EC,6.5,0,AP,4,8bcb312923220611714cdc0a4480c13d300d225bf514f34e08980b18feed6eb8,Cálculo Numérico,Cálculo Numérico,Matemática,Não
2012/1,72000009,FILOSOFIA E METODOLOGIA CIENTÍFICA,64,4,CC,9.5,4,AP,7,8bcb312923220611714cdc0a4480c13d300d225bf514f34e08980b18feed6eb8,Filosofia e Metodologia Científica,Filosofia e Metodologia Científica,Pesquisa,Não
2012/1,72100029,MECÂNICA,96,6,EAP,9.0,0,AP,2,8bcb312923220611714cdc0a4480c13d300d225bf514f34e08980b18feed6eb8,Mecânica,Mecânica,Física,Não
2012/2,72100015,EMPREENDEDORISMO,64,4,EC,7.5,0,AP,0,8bcb312923220611714cdc0a4480c13d300d225bf514f34e08980b18feed6eb8,Empreendedorismo,Empreendedorismo,Administração,Não
2012/2,72100023,GEOMETRIA ANALÍTICA E VETORIAL,96,6,MAT,4.1,32,RMF,1,8bcb312923220611714cdc0a4480c13d300d225bf514f34e08980b18feed6eb8,Geometria Analítica e Vetorial,Geometria,Matemática,Não
2012/2,70400725,Inteligência Artificial,96,6,CC,7.7,2,AP,6,8bcb312923220611714cdc0a4480c13d300d225bf514f34e08980b18feed6eb8,Inteligência Artificial,Inteligência Artificial,Computação,Não
2012/2,70401068,Metodologias de Desenvolvimento de Sistemas (optativa),64,4,CC,9.5,6,AP,0,8bcb312923220611714cdc0a4480c13d300d225bf514f34e08980b18feed6eb8,Metodologia de Desenvolvimento de Sistemas,Engenharia de Software,Computação,Sim
2012/2,70400727,Programação III,64,4,CC,4.6,0,RM,6,8bcb312923220611714cdc0a4480c13d300d225bf514f34e08980b18feed6eb8,Programação III,Programação,Computação,Não
2012/2,70401078,Seminários avançados de Banco de Dados (optativa),64,4,CC,6.75,0,AP,0,8bcb312923220611714cdc0a4480c13d300d225bf514f34e08980b18feed6eb8,Tópicos Avançados de Banco de Dados,Banco de Dados,Computação,Sim
2013/1,70400727,Programação III,64,4,CC,6.8,4,AP,6,8bcb312923220611714cdc0a4480c13d300d225bf514f34e08980b18feed6eb8,Programação III,Programação,Computação,Não
2013/1,70400723,Projeto e Análise de Algoritmos,96,6,CC,7.6,0,AP,5,8bcb312923220611714cdc0a4480c13d300d225bf514f34e08980b18feed6eb8,Projeto e Análise de Algoritmos,Projeto e Análise de Algoritmos,Computação,Não
2013/1,70400720,Sistemas Operacionais,96,6,CC,7.4,1,AP,5,8bcb312923220611714cdc0a4480c13d300d225bf514f34e08980b18feed6eb8,Sistemas Operacionais,Sistemas Operacionais,Computação,Não
2013/1,72100001,ÁLGEBRA LINEAR I,96,6,CC,6.3,0,AP,5,8bcb312923220611714cdc0a4480c13d300d225bf514f34e08980b18feed6eb8,Álgebra Linear I,Álgebra Linear,Matemática,Não
2013/2,72100005,CÁLCULO III,96,6,CC,8.4,0,AP,4,8bcb312923220611714cdc0a4480c13d300d225bf514f34e08980b18feed6eb8,Cálculo III,Cálculo,Matemática,Não
2013/2,72100022,FUNDAMENTOS DE MATEMÁTICA,64,4,EC,9.3,0,AP,1,8bcb312923220611714cdc0a4480c13d300d225bf514f34e08980b18feed6eb8,Fundamentos de Matemática,Fundamentos de Matemática,Matemática,Não
2013/2,72100023,GEOMETRIA ANALÍTICA E VETORIAL,96,6,MAT,5.4,10,AP,1,8bcb312923220611714cdc0a4480c13d300d225bf514f34e08980b18feed6eb8,Geometria Analítica e Vetorial,Geometria,Matemática,Não
2013/2,70400726,Redes de Computadores,96,6,CC,7.37,0,AP,6,8bcb312923220611714cdc0a4480c13d300d225bf514f34e08980b18feed6eb8,Redes de Computadores,Redes de Computadores,Computação,Não
2013/2,70400734,Seminários em Computação,64,4,CC,8.0,2,AP,8,8bcb312923220611714cdc0a4480c13d300d225bf514f34e08980b18feed6eb8,Seminários em Computação,Empreendedorismo,Administração,Não
2014/1,70400732,Computação Gráfica,64,4,CC,9.0,0,AP,7,8bcb312923220611714cdc0a4480c13d300d225bf514f34e08980b18feed6eb8,Computação Gráfica,Computação Gráfica,Computação,Não
2014/1,72100013,ELETRICIDADE E MAGNETISMO,96,6,CC,6.8,0,AP,3,8bcb312923220611714cdc0a4480c13d300d225bf514f34e08980b18feed6eb8,Eletromagnetismo,Eletromagnetismo,Física,Não
2014/1,70400729,Programação Paralela e Distribuida,96,6,CC,7.1,0,AP,7,8bcb312923220611714cdc0a4480c13d300d225bf514f34e08980b18feed6eb8,Programação Paralela e Distribuida,Programação Paralela e Distribuida,Computação,Não
2014/1,70400733,Trabalho de Curso,192,0,CC,0.0,0,RM,8,8bcb312923220611714cdc0a4480c13d300d225bf514f34e08980b18feed6eb8,Trabalho de Curso Final,Trabalho de Curso,Pesquisa,Não
2014/2,72100043,Atividades Complementares,112,7,CC,0.0,0,APO,8,8bcb312923220611714cdc0a4480c13d300d225bf514f34e08980b18feed6eb8,Atividades Complementares,Atividades Complementares,Complementar,Não
2014/2,70400733,Trabalho de Curso,192,0,CC,0.0,60,RMF,8,8bcb312923220611714cdc0a4480c13d300d225bf514f34e08980b18feed6eb8,Trabalho de Curso Final,Trabalho de Curso,Pesquisa,Não
2015/1,70400733,Trabalho de Curso,192,0,CC,0.0,0,RM,8,8bcb312923220611714cdc0a4480c13d300d225bf514f34e08980b18feed6eb8,Trabalho de Curso Final,Trabalho de Curso,Pesquisa,Não
2015/2,70400733,Trabalho de Curso,192,0,CC,0.0,192,RMF,8,8bcb312923220611714cdc0a4480c13d300d225bf514f34e08980b18feed6eb8,Trabalho de Curso Final,Trabalho de Curso,Pesquisa,Não
2016/1,70400733,Trabalho de Curso,192,0,CC,7.0,26,AP,8,8bcb312923220611714cdc0a4480c13d300d225bf514f34e08980b18feed6eb8,Trabalho de Curso Final,Trabalho de Curso,Pesquisa,Não
2012/1,72100022,FUNDAMENTOS DE MATEMÁTICA,64,4,CC,4.3,12,RM,1,a2302941b8cd90d8aeb3a9e8925c1cbbe37112b03e4c0a4054cfbf37dd05ee66,Fundamentos de Matemática,Fundamentos de Matemática,Matemática,Não
2012/1,72100023,GEOMETRIA ANALÍTICA E VETORIAL,96,6,CC,6.8,16,AP,1,a2302941b8cd90d8aeb3a9e8925c1cbbe37112b03e4c0a4054cfbf37dd05ee66,Geometria Analítica e Vetorial,Geometria,Matemática,Não
2012/1,70400377,Lógica Matemática e Elementos de Lógica Digital,96,6,CC,6.8,0,AP,1,a2302941b8cd90d8aeb3a9e8925c1cbbe37112b03e4c0a4054cfbf37dd05ee66,Lógica Digital,Lógica Digital,Computação,Não
2012/1,70400375,Programação I,96,6,CC,5.8,20,AP,1,a2302941b8cd90d8aeb3a9e8925c1cbbe37112b03e4c0a4054cfbf37dd05ee66,Programação I,Programação,Computação,Não
2012/1,72000016,Práticas de Leitura e Produção de Textos,96,6,CC,9.5,4,AP,1,a2302941b8cd90d8aeb3a9e8925c1cbbe37112b03e4c0a4054cfbf37dd05ee66,Práticas de Leitura e Produção de Texto,Práticas de Leitura e Produção de Texto,Linguagens,Não
2012/2,72100003,CÁLCULO I,96,6,CC,0.0,70,RMF,2,a2302941b8cd90d8aeb3a9e8925c1cbbe37112b03e4c0a4054cfbf37dd05ee66,Cálculo I,Cálculo,Matemática,Não
2012/2,72100020,ESTATISTICA GERAL,64,4,BIO,0.0,64,RMF,2,a2302941b8cd90d8aeb3a9e8925c1cbbe37112b03e4c0a4054cfbf37dd05ee66,Estatística Geral,Estatística,Matemática,Não
2012/2,70400382,Estrutura de Dados I,96,6,CC,0.0,64,RMF,2,a2302941b8cd90d8aeb3a9e8925c1cbbe37112b03e4c0a4054cfbf37dd05ee66,Estrutura de Dados I,Estrutura de Dados,Computação,Não
2012/2,70400381,Matemática Discreta,64,4,CC,0.0,0,RM,2,a2302941b8cd90d8aeb3a9e8925c1cbbe37112b03e4c0a4054cfbf37dd05ee66,Matemática Discreta,Matemática Discreta,Matemática,Não
2012/2,72100029,MECÂNICA,96,6,CC,0.0,96,RMF,2,a2302941b8cd90d8aeb3a9e8925c1cbbe37112b03e4c0a4054cfbf37dd05ee66,Mecânica,Mecânica,Física,Não
2013/1,72100003,CÁLCULO I,96,6,MAT,0.0,70,RMF,2,a2302941b8cd90d8aeb3a9e8925c1cbbe37112b03e4c0a4054cfbf37dd05ee66,Cálculo I,Cálculo,Matemática,Não
2013/1,72100014,ELETRÔNICA BÁSICA,64,4,F11,0.0,64,RMF,0,a2302941b8cd90d8aeb3a9e8925c1cbbe37112b03e4c0a4054cfbf37dd05ee66,Eletrônica Básica,Eletrônica Básica,Física,Não
2013/1,72100022,FUNDAMENTOS DE MATEMÁTICA,64,4,MAT,0.0,50,RMF,1,a2302941b8cd90d8aeb3a9e8925c1cbbe37112b03e4c0a4054cfbf37dd05ee66,Fundamentos de Matemática,Fundamentos de Matemática,Matemática,Não
2013/2,72100003,CÁLCULO I,96,6,CC,0.0,96,RMF,2,a2302941b8cd90d8aeb3a9e8925c1cbbe37112b03e4c0a4054cfbf37dd05ee66,Cálculo I,Cálculo,Matemática,Não
2013/2,72100020,ESTATISTICA GERAL,64,4,CC,0.0,64,RMF,2,a2302941b8cd90d8aeb3a9e8925c1cbbe37112b03e4c0a4054cfbf37dd05ee66,Estatística Geral,Estatística,Matemática,Não
2013/2,70400382,Estrutura de Dados I,96,6,CC,0.0,96,RMF,2,a2302941b8cd90d8aeb3a9e8925c1cbbe37112b03e4c0a4054cfbf37dd05ee66,Estrutura de Dados I,Estrutura de Dados,Computação,Não
2013/2,70400381,Matemática Discreta,64,4,CC,0.0,52,RMF,2,a2302941b8cd90d8aeb3a9e8925c1cbbe37112b03e4c0a4054cfbf37dd05ee66,Matemática Discreta,Matemática Discreta,Matemática,Não
2013/2,72100029,MECÂNICA,96,6,CC,0.0,96,RMF,2,a2302941b8cd90d8aeb3a9e8925c1cbbe37112b03e4c0a4054cfbf37dd05ee66,Mecânica,Mecânica,Física,Não
2014/1,70400711,Arquitetura e Organização de Computadores,96,6,CC,8.8,0,AP,3,a2302941b8cd90d8aeb3a9e8925c1cbbe37112b03e4c0a4054cfbf37dd05ee66,Arquitetura e Organização de Computadores,Arquitetura e Organização de Computadores,Computação,Não
2014/1,72100003,CÁLCULO I,96,6,MAT,0.0,40,RMF,2,a2302941b8cd90d8aeb3a9e8925c1cbbe37112b03e4c0a4054cfbf37dd05ee66,Cálculo I,Cálculo,Matemática,Não
2014/1,72100020,ESTATISTICA GERAL *,64,4,LEF,0.0,0,MA,2,a2302941b8cd90d8aeb3a9e8925c1cbbe37112b03e4c0a4054cfbf37dd05ee66,Estatística Geral,Estatística,Matemática,Não
2014/1,70400382,Estrutura de Dados I,96,6,CC,4.8,16,RM,2,a2302941b8cd90d8aeb3a9e8925c1cbbe37112b03e4c0a4054cfbf37dd05ee66,Estrutura de Dados I,Estrutura de Dados,Computação,Não
2014/1,72000009,FILOSOFIA E METODOLOGIA CIENTÍFICA,64,4,CC,6.5,10,AP,7,a2302941b8cd90d8aeb3a9e8925c1cbbe37112b03e4c0a4054cfbf37dd05ee66,Filosofia e Metodologia Científica,Filosofia e Metodologia Científica,Pesquisa,Não
2014/1,72100022,FUNDAMENTOS DE MATEMÁTICA,64,4,FAR,8.7,0,AP,1,a2302941b8cd90d8aeb3a9e8925c1cbbe37112b03e4c0a4054cfbf37dd05ee66,Fundamentos de Matemática,Fundamentos de Matemática,Matemática,Não
2014/1,70400722,Linguagens Formais e Autômatos,64,4,CC,4.0,0,RM,5,a2302941b8cd90d8aeb3a9e8925c1cbbe37112b03e4c0a4054cfbf37dd05ee66,Linguagens Formais e Autômatos,Linguagens Formais e Autômatos,Computação,Não
2014/1,72100001,ÁLGEBRA LINEAR I,96,6,MAT,0.0,46,RMF,5,a2302941b8cd90d8aeb3a9e8925c1cbbe37112b03e4c0a4054cfbf37dd05ee66,Álgebra Linear I,Álgebra Linear,Matemática,Não
2014/2,70400718,Banco de Dados,96,6,CC,0.0,36,RMF,4,a2302941b8cd90d8aeb3a9e8925c1cbbe37112b03e4c0a4054cfbf37dd05ee66,Banco de Dados,Banco de Dados,Computação,Não
2014/2,72100003,CÁLCULO I,96,6,CC,0.0,96,RMF,2,a2302941b8cd90d8aeb3a9e8925c1cbbe37112b03e4c0a4054cfbf37dd05ee66,Cálculo I,Cálculo,Matemática,Não
2014/2,72100014,ELETRÔNICA BÁSICA,64,4,CC,0.0,64,RMF,0,a2302941b8cd90d8aeb3a9e8925c1cbbe37112b03e4c0a4054cfbf37dd05ee66,Eletrônica Básica,Eletrônica Básica,Física,Não
2014/2,70400382,Estrutura de Dados I,96,6,CC,5.2,8,AP,2,a2302941b8cd90d8aeb3a9e8925c1cbbe37112b03e4c0a4054cfbf37dd05ee66,Estrutura de Dados I,Estrutura de Dados,Computação,Não
2014/2,70400381,Matemática Discreta,64,4,CC,5.0,0,AP,2,a2302941b8cd90d8aeb3a9e8925c1cbbe37112b03e4c0a4054cfbf37dd05ee66,Matemática Discreta,Matemática Discreta,Matemática,Não
2014/2,72100029,MECÂNICA,96,6,CC,0.0,90,RMF,2,a2302941b8cd90d8aeb3a9e8925c1cbbe37112b03e4c0a4054cfbf37dd05ee66,Mecânica,Mecânica,Física,Não
2014/2,70400717,Programação II,64,4,CC,2.8,32,RMF,4,a2302941b8cd90d8aeb3a9e8925c1cbbe37112b03e4c0a4054cfbf37dd05ee66,Programação II,Programação,Computação,Não
2015/1,70400709,Estrutura de Dados II,64,4,CC,2.7,10,RM,3,a2302941b8cd90d8aeb3a9e8925c1cbbe37112b03e4c0a4054cfbf37dd05ee66,Estrutura de Dados II,Estrutura de Dados,Computação,Não
2015/1,70400713,Introdução aos Sistemas de Informação,64,4,CC,6.85,12,AP,3,a2302941b8cd90d8aeb3a9e8925c1cbbe37112b03e4c0a4054cfbf37dd05ee66,Introdução aos Sistemas de Informação,Introdução aos Sistemas de Informação,Computação,Não
2015/1,70400722,Linguagens Formais e Autômatos,64,4,CC,9.12,0,AP,5,a2302941b8cd90d8aeb3a9e8925c1cbbe37112b03e4c0a4054cfbf37dd05ee66,Linguagens Formais e Autômatos,Linguagens Formais e Autômatos,Computação,Não
2015/1,70400721,Paradigmas de Linguagem de Programação,64,4,CC,7.4,1,AP,5,a2302941b8cd90d8aeb3a9e8925c1cbbe37112b03e4c0a4054cfbf37dd05ee66,Paradigmas de Linguagens de Programação,Paradigmas de Linguagens de Programação,Computação,Não
2015/1,70400720,Sistemas Operacionais,96,6,CC,1.2,0,RM,5,a2302941b8cd90d8aeb3a9e8925c1cbbe37112b03e4c0a4054cfbf37dd05ee66,Sistemas Operacionais,Sistemas Operacionais,Computação,Não
2015/1,72100001,ÁLGEBRA LINEAR I,96,6,CC,0.0,96,RMF,5,a2302941b8cd90d8aeb3a9e8925c1cbbe37112b03e4c0a4054cfbf37dd05ee66,Álgebra Linear I,Álgebra Linear,Matemática,Não
2015/2,70400728,Compiladores,96,6,CC,5.0,0,AP,6,a2302941b8cd90d8aeb3a9e8925c1cbbe37112b03e4c0a4054cfbf37dd05ee66,Compiladores,Compiladores,Computação,Não
2015/2,72100003,CÁLCULO I,96,6,CC,6.2,18,AP,2,a2302941b8cd90d8aeb3a9e8925c1cbbe37112b03e4c0a4054cfbf37dd05ee66,Cálculo I,Cálculo,Matemática,Não
2015/2,70400725,Inteligência Artificial,96,6,CC,0.0,15,RM,6,a2302941b8cd90d8aeb3a9e8925c1cbbe37112b03e4c0a4054cfbf37dd05ee66,Inteligência Artificial,Inteligência Artificial,Computação,Não
2015/2,70400727,Programação III,64,4,CC,5.5,6,AP,6,a2302941b8cd90d8aeb3a9e8925c1cbbe37112b03e4c0a4054cfbf37dd05ee66,Programação III,Programação,Computação,Não
